Spec        m/mH  ED(K) Eb(K) dEb(K)                           dHf(kcal/mol)
JH            1   450.  225. 3.0E+01 Herma, Ebfac=50%         *  +51.63
X             1   350.  175. 3.0E+01 TA H2Oice, Ebfac=50%     *  +51.63
X             1   350.  287. 3.0E+01 TA H2Oice, Eb Katz       *  +51.63
X             1   373.  287. 3.0E+01 Katz et al. 1999         *  +51.63
JH2           2    23.  250. 0.0e+00 Herma, Ebfac=50%         *    0.00 
X             2   315.  158. 0.0e+00 Katz, Ebfac=50%          *    0.00
Jl-SiC3      64  5100.    0. 0.0e+00 Si+C+C+C                 * -999.99
JSiC3H       65  5550.    0. 0.0e+00 Si+C+C+C+H               * -999.99
JSiC4        76  5900.    0. 0.0e+00 Si+C+C+C+C               * -999.99
JSiCH2       42  3750.    0. 0.0e+00 Si+CH2                   * -999.99
JSiCH3       43  4200.    0. 0.0e+00 Si+CH3                   * -999.99
JSiNC        54  4300.    0. 0.0e+00 Si+C+N                   * -999.99
JH2CSiCH     55  4675.    0. 0.0e+00                          * -999.99
JSiC4H       77  6437.    0. 0.0e+00                          * -999.99
JHC4N        63  5380.    0. 0.0e+00                          * -999.99
JNC4N        76  4200.    0. 0.0e+00                          * -999.99
JSiC2CH3     67  5475.    0. 0.0e+00                          * -999.99
JSiC6H      101  8037.    0. 0.0e+00                          * -999.99
JHC6N        87  7780.    0. 0.0e+00                          * -999.99
JNC6N       100  5800.    0. 0.0e+00                          * -999.99
JCH3CHCH2    42  5187.    0. 0.0e+00 C3H5+H                   *   +4.80                                                      
JSiC3H5      69  7437.    0. 0.0e+00                          * -999.99
JCH2CHCHCH2  54  5987.    0. 0.0e+00 C4H5+H                   *  +38.80                                                      
JSiC8H      125  9637.    0. 0.0e+00                          * -999.99
JHC8N       111  9380.    0. 0.0e+00                          * -999.99
JNC8N       124  7400.    0. 0.0e+00                          * -999.99
JC10H       121  8450.    0. 0.0e+00                          * -999.99
JC11        132  9600.    0. 0.0e+00                          * -999.99
JC10H2      122  8550.    0. 0.0e+00                          * -999.99
JF           19   800.    0. 0.0e+00  same as O               * -999.99
JHF          20  2850.    0. 0.0e+00  same as OH              * -999.99
JCH2OH       31  5084.    0. 0.0e+00 CH3OH-H                  *   -2.70                                                      
JHC2O        41  2400.    0. 0.0e+00 C2O+H                    *  +42.40                                                      
JC2H6        30  4387.    0. 0.0e+00 C2H5+H                   *  -16.30                                                      
JC5H3        63  5437.    0. 0.0e+00 C5H2+H                   * +130.52                                                      
JC5H4        64  5887.    0. 0.0e+00 C5H3+H                   * +115.00                                                      
JC6H3        75  6237.    0. 0.0e+00 C6H2+H                   * +161.38                                                      
JC6H4        76  6687.    0. 0.0e+00 C6H3+H                   * +123.00                                                      
JC7H3        87  7037.    0. 0.0e+00 C7H2+H                   * +182.50                                                      
JC7H4        88  7487.    0. 0.0e+00 C7H3+H                   * +135.00                                                      
JC8H3        99  7837.    0. 0.0e+00 C8H2+H                   * +212.93                                                      
JC8H4       100  8287.    0. 0.0e+00 C8H3+H                   * +200.00                                                      
JC9H3       111  8637.    0. 0.0e+00 C9H2+H                   * +234.08                                                      
JC9H4       112  9087.    0. 0.0e+00 C9H3+H                   * +200.00                                                      
JC7H2       86   6587.    0. 0.0e+00 C7H+H                    * +227.68                                                      

  50                               			    EA(K)
JCH4       JCCH       JC2H2      JCH3                   2.50e+02   Mitchell 84          
JH         JC2H6      JC2H5      JH2                    4.89E+03   TranFaradSco 65,2116  
JH         JC2H2      JC2H3                             1.21e+03   C=_C triple bond HASE  
JH         JC2H4      JC2H5                             7.50e+02   C=C  double bond HASE  
JH         Jc-C3H2    JCH3CCH                           1.21e+03   C=_C triple bond       
JH         Jl-C3H2    JCH3CCH                           1.21e+03   C=_C triple bond       
JH         JC4H2      JCH3C3                            1.21e+03   C=_C bond HASE         
JH         JC4H2      JC4H3                             1.21E+03   C=_C bond HASE          
JH         JC5H2      JC5H3                             1.21E+03   C=_C bond HASE          
JH         JC6H2      JC6H3                             1.21E+03   C=_C bond HASE          
JH         JC7H2      JC7H3                             1.21E+03   C=_C bond HASE          
JH         JC8H2      JC8H3                             1.21E+03   C=_C bond HASE         
JH         JC9H2      JC9H3                             1.21E+03   C=_C bond HASE         
JH         JCH4       JCH3       JH2                    5.94e+03   JChPhy 50,5076 (1969)
JH         JCO        JHCO                              2.50e+03   WOON priv commun -DPR
JH         JCS        JHCS                              1.00e+03      EH                
JH         JH2CO      JCH2OH                            2.50E+03   WOON priv commun -DPR 
JH         JHOOH      JH2O       JOH                    1.40e+03   TH                   
JH         JHOOH      JO2H       JH2                    1.90e+03   M84                  
JH         JH2S       JH2        JHS                    8.60e+02   TH 8.60E+02 1.35E+03 
JH         JHC2O      JH2CCO                            0.         AR                    
JH         JHNO       JNO        JH2                    1.50e+03   M84,Origin=Igl&Silk  
JH         JO2        JO2H                              1.20e+03   TH                   
JH         JO3        JO2        JOH                    4.50e+02   TH                   
JH2        JC         JCH2                              2.50e+03  92Summer. Exoth.      
JH2        JC2        JCCH       JH                     4.20e+03  Our test              
JH2        JCCH       JC2H2      JH                     4.20e+03                        
JH2        JC3        JC3H       JH                     4.20e+03                        
JH2        JC3H       Jc-C3H2    JH                     4.20e+03                        
JH2        JC3H       Jl-C3H2    JH                     4.20e+03                        
JH2        JC4        JC4H       JH                     4.20e+03                        
JH2        JC4H       JC4H2      JH                     4.20e+03                        
JH2        JC5        JC5H       JH                     4.20e+03                        
JH2        JC5H       JC5H2      JH                     4.20e+03                        
JH2        JC6        JC6H       JH                     4.20e+03                        
JH2        JC6H       JC6H2      JH                     4.20e+03                        
JH2        JC7        JC7H       JH                     4.20e+03                        
JH2        JC7H       JHC7H      JH                     4.20e+03                        
JH2        JC8        JC8H       JH                     4.20e+03                        
JH2        JC8H       JC8H2      JH                     4.20e+03                        
JH2        JC9        JC9H       JH                     4.20e+03                        
JH2        JC9H       JC9H2      JH                     4.20e+03                        
JH2        JCH2       JCH3       JH                     3.53e+03  NSRDS-NBS67 Westley 80
JH2        JCH3       JCH4       JH                     6.44e+03  JChPhy 50,5076 (1969) 
JH2        JCN        JHCN       JH                     2.07e+03  M84 and 1988 UMIST    
JH2        JNH2       JNH3       JH                     6.30e+03  M84                   
JH2        JOH        JH2O       JH                     2.10e+03  JPhyChRefDat,13,1259  
JO         JCO        JCO2                              1.00e+03   d'Hendecourt etal    
JOH        JCO        JCO2       JH                     8.00e+01   Eric/Chun gas rates  
JH         JCO        JHOC                              1.00e+03      EH      eliminated

Activiation barrier below are not considered because doubtful (from previous verion of the code - 
should be checked)

JH         JH2CO      JHCO       JH2                    1.85e+03   TH  BELOW ARE NOT USE
JCH        JCO2       JHCO       JCO                    3.00e+03   M84 Test only        
JCH        JH2CO      JHCO       JCH2                   2.00e+03   M84 Test only        
JH         JCO        JHCO                              1.00e+03   TH                   
JH         JCO        JHCO                              1.83e+03   DPR                  
JH         JH2CO      JCH2OH                            1.85E+03   Eric                NI
JH         JH2CO      JCH2OH                            6.50E+02   DPR                
JH         JHNO       JNO        JH2                    7.50e+02   Ea<1160K,JPCRD,2,267N
JH         JO2H       JO2        JH2                    3.50e+02   M84Try this as well N
JH         JN2        JN2H                              1.20e+03   EH To be eliminated N
JH2        JC2        JCCH       JH                     2.10e+03  Our estimate          
JH2        JC3        JC3H       JH                     2.10e+03                        
JH2        JC4        JC4H       JH                     2.10e+03                        
JH2        JC5        JC5H       JH                     2.10e+03                        
JH2        JC6        JC6H       JH                     2.10e+03                        
JH2        JC7        JC7H       JH                     2.10e+03                        
JH2        JC8        JC8H       JH                     2.10e+03                        
JH2        JC9        JC9H       JH                     2.10e+03                        
JH2        JCCH       JC2H2      JH                     2.10e+03                        
JH2        JC3H       JC3H2      JH                     2.10e+03                        
JH2        JC4H       JC4H2      JH                     2.10e+03                        
JH2        JC5H       JC5H2      JH                     2.10e+03                        
JH2        JC6H       JC6H2      JH                     2.10e+03                        
JH2        JC7H       JHC7H      JH                     2.10e+03                        
JH2        JC8H       JC8H2      JH                     2.10e+03                        
JH2        JC9H       JC9H2      JH                     2.10e+03                        
JH2        JOH        JH2O       JH                     2.60e+03   TH                   
JN         JCH2       JHCN       JH                     2.50e+02   M84                  
JN         JCH3       JHCN       JH         JH          2.50e+02   M84                  
JOH        JCO        JCO2       JH                     3.00e+02   JChPhy 44, 2877 (1966
JO         JCO        JCO2                              1.00e+01   DPR guess            
JO         JCO        JCO2                              2.00e+01   dpr                  
JO         JCO        JCO2                              3.00e+01   dpr                  
JO         JCO        JCO2                              4.00e+01   dpr                  
JO         JCO        JCO2                              5.00e+01   dpr                  
JO         JCO        JCO2                              6.00e+01   dpr                  
JO         JCO        JCO2                              7.00e+01   dpr                  
JO         JCO        JCO2                              8.00e+01   dpr                  
JO         JCO        JCO2                              9.00e+01   dpr                  
JO         JCO        JCO2                              1.00e+02   dpr                  
JO         JCO        JCO2                              2.00e+02   dpr                  
JO         JCO        JCO2                              3.00e+02   dpr                  
JO         JCO        JCO2                              4.00e+02   dpr                  
JO         JCO        JCO2                              5.00e+02   dpr                  
JO         JCO        JCO2                              6.00e+02   dpr                  
